OBJECTID,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,X,Y,RENDER
880,2017/11/24 00:00:00+00,1255,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359302,173477,A
881,2017/07/16 23:00:00+00,0830,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,363243,175758,CYC
882,2017/12/06 00:00:00+00,1750,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,361457,171006,MCYC
883,2018/01/30 00:00:00+00,1557,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,358597,173987,MCYC
884,2018/03/04 00:00:00+00,1700,3,Slight,NONE,Other,2,1,0,0,1,0,0,355513,176605,MCYC
885,2018/02/22 00:00:00+00,0730,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359032,172060,CYC
886,2018/02/08 00:00:00+00,1010,2,Serious,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359855,171013,CYC
887,2018/02/14 00:00:00+00,2137,3,Slight,A,Adult pedestrian,1,1,0,0,0,0,0,354380,178395,A
888,2018/02/14 00:00:00+00,0759,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,357163,169009,MCYC
889,2018/02/15 00:00:00+00,1700,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,1,357591,170688,CYC
890,2018/01/03 00:00:00+00,0730,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,356893,167917,A
891,2018/02/22 00:00:00+00,1620,3,Slight,LC,Loss of Control,1,1,0,0,0,0,1,361370,169852,CARS
892,2018/02/22 00:00:00+00,2014,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,362073,170086,CARS
893,2018/02/23 00:00:00+00,1030,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,358599,172891,A
894,2018/02/23 00:00:00+00,2015,3,Slight,LC,Loss of Control,2,2,0,0,0,0,1,359992,167257,CARS
895,2018/01/15 00:00:00+00,1709,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,360731,170714,MCYC
896,2018/02/23 00:00:00+00,2342,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359152,173793,A
897,2018/02/25 00:00:00+00,1112,3,Slight,NT,Nose to Tail,3,1,0,0,0,1,0,356354,173365,CARS
898,2018/02/20 00:00:00+00,0927,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,356508,171590,CYC
899,2018/02/25 00:00:00+00,1116,3,Slight,HO,Head On,2,2,0,0,0,0,0,356881,172493,CARS
900,2018/02/25 00:00:00+00,1920,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360442,174137,C
901,2018/02/25 00:00:00+00,1530,3,Slight,NT,Nose to Tail,2,3,0,0,0,0,0,358926,174575,CARS
902,2018/02/26 00:00:00+00,1020,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,1,360297,172988,CYC
903,2018/01/31 00:00:00+00,1710,3,Slight,J1,Turning Movement from major road,3,1,0,0,0,1,0,357264,167856,CARS
904,2018/02/26 00:00:00+00,0858,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359478,177051,CYC
905,2018/01/15 00:00:00+00,2138,2,Serious,J,Turning movement ¿ unidentified priority,3,1,0,0,1,0,0,363413,173730,MCYC
906,2018/02/08 00:00:00+00,0845,3,Slight,J,Turning movement ¿ unidentified priority,2,2,0,0,0,2,0,356484,167920,CARS
907,2018/02/09 00:00:00+00,1311,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360988,171618,CARS
908,2018/02/10 00:00:00+00,1008,3,Slight,J2,Turning Movement from minor road,2,7,0,0,0,1,0,356406,171747,CARS
909,2018/02/15 00:00:00+00,0230,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,359343,175235,CARS
910,2018/01/19 00:00:00+00,1552,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,352773,177413,C
911,2018/02/28 00:00:00+00,1539,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,363240,175756,MCYC
912,2018/03/07 00:00:00+00,1317,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,361995,170700,MCYC
913,2018/02/07 00:00:00+00,2102,2,Serious,NONE,Other,2,1,0,1,0,0,0,359027,174416,CYC
914,2018/03/16 00:00:00+00,0745,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358872,174785,A
915,2018/03/16 00:00:00+00,1827,2,Serious,NT,Nose to Tail,2,1,0,0,1,0,0,356605,171485,MCYC
916,2017/11/21 00:00:00+00,1730,2,Serious,NONE,Other,2,1,1,0,0,0,0,361386,175933,CARS
917,2018/02/17 00:00:00+00,1315,1,Fatal,C,Child pedestrian,1,1,1,0,0,1,0,358541,169299,C
918,2018/03/20 00:00:00+00,1225,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358894,169912,CARS
919,2018/03/20 00:00:00+00,0850,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,360271,171291,CYC
920,2018/03/20 00:00:00+00,1730,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360354,173410,CYC
921,2018/03/17 00:00:00+00,2000,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359139,170988,CYC
922,2018/03/21 00:00:00+00,0820,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,358236,177368,MCYC
923,2018/02/28 00:00:00+00,1016,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,361054,174798,CYC
924,2018/03/19 00:00:00+00,1655,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,361055,172634,CARS
925,2018/02/24 00:00:00+00,1252,3,Slight,LC,Loss of Control,2,3,0,0,0,0,0,363711,172730,CARS
926,2018/01/30 00:00:00+00,1937,2,Serious,E,Elderly pedestrian,1,1,1,0,0,0,1,358658,176337,E
927,2018/02/17 00:00:00+00,1320,2,Serious,C,Child pedestrian,1,1,1,0,0,1,0,357079,170871,C
928,2017/04/10 23:00:00+00,1330,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,357325,176377,CARS
929,2017/08/21 23:00:00+00,1830,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360627,173446,A
930,2017/02/08 00:00:00+00,1250,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,363381,175920,E
931,2017/06/16 23:00:00+00,2350,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358611,172846,A
932,2017/06/17 23:00:00+00,1906,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359791,174294,A
933,2017/06/21 23:00:00+00,1814,3,Slight,NK,NOT KNOWN,2,1,0,0,0,0,0,361733,173343,CARS
934,2017/06/17 23:00:00+00,2150,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,1,357360,174907,CYC
935,2017/06/18 23:00:00+00,0811,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,363634,174952,A
936,2017/06/17 23:00:00+00,0002,3,Slight,LC,Loss of Control,3,1,0,1,0,0,1,359023,169362,CYC
937,2017/03/30 23:00:00+00,1521,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359443,176559,CYC
938,2018/03/07 00:00:00+00,1000,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,362655,170177,MCYC
939,2018/03/08 00:00:00+00,0815,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358559,174632,CYC
940,2018/03/08 00:00:00+00,1200,3,Slight,O,Overtaking,2,1,0,1,0,0,0,354913,177336,CYC
941,2018/03/10 00:00:00+00,1900,3,Slight,NT,Nose to Tail,2,3,0,0,0,0,0,361991,175108,CARS
942,2018/02/21 00:00:00+00,1948,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359262,173529,MCYC
943,2018/02/27 00:00:00+00,0730,2,Serious,J,Turning movement ¿ unidentified priority,2,4,0,0,0,0,2,359756,169304,CARS
944,2018/03/13 00:00:00+00,1030,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,1,360296,171251,MCYC
945,2018/02/27 00:00:00+00,0743,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,358907,170840,MCYC
946,2018/02/28 00:00:00+00,0743,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,361694,171355,A
947,2018/03/24 00:00:00+00,2145,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,361426,173471,CYC
948,2018/02/11 00:00:00+00,1714,2,Serious,LC,Loss of Control,2,1,0,0,0,0,0,361880,172367,CARS
949,2017/08/22 23:00:00+00,2250,3,Slight,NONE,Other,2,1,0,0,0,0,0,357129,172985,CARS
950,2018/01/11 00:00:00+00,1920,2,Serious,J1,Turning Movement from major road,2,1,0,1,0,0,0,358287,172906,CYC
951,2018/01/22 00:00:00+00,1841,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360243,171342,CYC
952,2018/01/28 00:00:00+00,0820,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,362441,175319,CARS
953,2017/12/04 00:00:00+00,0705,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,363713,176000,CARS
954,2018/01/30 00:00:00+00,1820,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,360681,170700,CARS
955,2017/11/04 00:00:00+00,1356,3,Slight,LC,Loss of Control,4,1,0,0,0,0,1,363363,175876,CARS
956,2017/12/05 00:00:00+00,0841,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,356779,176362,C
957,2017/12/06 00:00:00+00,0711,3,Slight,NONE,Other,3,1,0,0,1,0,1,358762,172870,MCYC
958,2017/12/08 00:00:00+00,1344,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,363975,173843,CARS
959,2018/01/02 00:00:00+00,1725,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,359527,172327,A
960,2017/12/08 00:00:00+00,1806,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,361392,171068,CARS
961,2017/12/09 00:00:00+00,1825,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360140,169902,CARS
962,2018/01/30 00:00:00+00,1601,2,Serious,J2,Turning Movement from minor road,2,1,0,0,1,0,0,358651,167347,MCYC
963,2017/12/09 00:00:00+00,1216,3,Slight,HO,Head On,2,2,0,0,0,0,1,360922,169819,CARS
964,2017/12/10 00:00:00+00,1439,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,358760,172881,A
965,2017/12/10 00:00:00+00,0440,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358289,173109,A
966,2017/12/10 00:00:00+00,1840,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,354554,177197,A
967,2017/12/13 00:00:00+00,1815,3,Slight,NT,Nose to Tail,5,1,0,0,0,0,0,356351,171400,CARS
968,2017/12/08 00:00:00+00,1300,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,356294,178899,CARS
969,2018/01/26 00:00:00+00,2350,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,359098,173555,MCYC
970,2018/01/28 00:00:00+00,1900,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,359130,173812,MCYC
971,2018/01/30 00:00:00+00,1520,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,360869,172862,CARS
972,2018/02/01 00:00:00+00,1850,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359298,173549,CARS
973,2018/01/29 00:00:00+00,1715,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,358602,172846,CYC
974,2018/01/31 00:00:00+00,1836,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359427,172971,CYC
975,2018/01/31 00:00:00+00,1629,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,359315,173529,CARS
976,2018/01/26 00:00:00+00,2329,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,363994,176648,A
977,2017/12/17 00:00:00+00,1215,3,Slight,J,Turning movement ¿ unidentified priority,3,3,0,0,0,1,0,360870,175208,CARS
978,2017/12/19 00:00:00+00,1838,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360130,173593,C
979,2018/02/06 00:00:00+00,1645,2,Serious,LC,Loss of Control,2,1,0,0,1,0,0,360941,174875,MCYC
980,2018/01/15 00:00:00+00,1740,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,1,356961,167735,CARS
981,2017/09/01 23:00:00+00,1615,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360574,173978,C
982,2017/12/22 00:00:00+00,1348,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,361100,175148,CARS
983,2017/12/23 00:00:00+00,1903,3,Slight,LC,Loss of Control,1,1,0,0,1,0,0,363433,169877,MCYC
984,2017/12/24 00:00:00+00,0730,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358573,169378,CYC
985,2018/02/02 00:00:00+00,1315,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,363923,173478,CARS
986,2018/02/06 00:00:00+00,1700,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,362145,176490,CYC
987,2017/12/27 00:00:00+00,0950,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,356794,172285,MCYC
988,2018/01/25 00:00:00+00,2153,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,1,357583,168437,CARS
989,2017/12/28 00:00:00+00,1220,3,Slight,NK,NOT KNOWN,1,1,1,0,0,0,0,358893,174051,CARS
990,2017/12/28 00:00:00+00,1258,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360440,173867,A
991,2017/12/28 00:00:00+00,0805,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357803,173904,CYC
992,2017/12/31 00:00:00+00,1450,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,355951,178720,CARS
993,2018/01/03 00:00:00+00,1520,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,358296,170626,C
994,2018/01/03 00:00:00+00,1532,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359398,177843,A
995,2018/01/03 00:00:00+00,1036,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,354944,175354,CARS
996,2018/04/16 23:00:00+00,0740,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,358796,178783,C
997,2018/04/19 23:00:00+00,1620,3,Slight,NONE,Other,2,1,0,1,0,0,0,360506,175072,CYC
998,2018/04/20 23:00:00+00,1545,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357943,173241,A
999,2018/04/19 23:00:00+00,0825,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,359318,170058,CARS
1000,2018/04/19 23:00:00+00,2150,3,Slight,NONE,Other,2,1,0,0,0,0,0,360404,173806,CARS
1001,2018/03/13 00:00:00+00,2028,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,361825,175041,MCYC
1002,2018/03/15 00:00:00+00,1045,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358821,171818,CYC
1003,2018/04/30 23:00:00+00,0810,3,Slight,LC,Loss of Control,2,1,0,1,0,0,0,359700,177496,CYC
1004,2018/03/17 00:00:00+00,0800,3,Slight,LC,Loss of Control,2,1,0,0,1,0,0,363295,175702,MCYC
1005,2018/03/20 00:00:00+00,0845,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,363451,176202,C
1006,2018/03/20 00:00:00+00,0901,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360513,172917,CARS
1007,2018/03/21 00:00:00+00,0600,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,364133,174319,CARS
1008,2018/03/18 00:00:00+00,2010,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360041,177693,A
1009,2018/04/23 23:00:00+00,0915,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357522,173368,CYC
1010,2018/04/22 23:00:00+00,1540,3,Slight,NT,Nose to Tail,3,3,0,0,0,0,0,359332,174005,CARS
1011,2018/04/27 23:00:00+00,1430,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,363934,173828,MCYC
1012,2018/04/28 23:00:00+00,1600,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,356389,167617,C
1013,2018/04/25 23:00:00+00,1845,3,Slight,J2,Turning Movement from minor road,3,1,0,0,0,0,0,361187,173976,CARS
1014,2018/05/30 23:00:00+00,0858,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358456,172758,A
1015,2018/03/16 00:00:00+00,1650,3,Slight,O,Overtaking,4,1,0,0,1,0,0,360648,170851,MCYC
1016,2018/03/25 23:00:00+00,1852,2,Serious,J1,Turning Movement from major road,2,2,0,0,0,0,0,361195,175668,CARS
1017,2018/03/22 00:00:00+00,2213,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,1,0,358399,173117,CARS
1018,2018/03/16 00:00:00+00,1330,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358621,172889,A
1019,2018/05/09 23:00:00+00,1157,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358685,172878,A
1020,2018/03/23 00:00:00+00,0850,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,1,0,356412,171766,CYC
1021,2018/03/25 00:00:00+00,0543,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,359116,173933,E
1022,2018/02/22 00:00:00+00,2051,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359028,175279,A
1023,2018/04/07 23:00:00+00,1936,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,361579,168233,CARS
1024,2018/01/11 00:00:00+00,1835,2,Serious,A,Adult pedestrian,1,2,1,0,1,0,0,360328,174865,A
1025,2018/04/27 23:00:00+00,1735,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,359063,174269,MCYC
1026,2018/05/02 23:00:00+00,1240,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,358464,172642,C
1027,2018/05/05 23:00:00+00,1304,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,359644,172228,CARS
1028,2018/05/07 23:00:00+00,1730,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,361643,170749,CYC
1029,2018/05/08 23:00:00+00,0745,3,Slight,NONE,Other,2,1,0,1,0,0,0,355191,177421,CYC
1030,2018/05/10 23:00:00+00,0805,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359105,175487,CYC
1031,2018/03/25 23:00:00+00,1710,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,361615,173529,MCYC
1032,2018/05/15 23:00:00+00,1908,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,361756,173194,CARS
1033,2018/04/15 23:00:00+00,2250,3,Slight,LC,Loss of Control,2,2,0,0,0,0,0,356128,179433,CARS
1034,2018/04/08 23:00:00+00,1750,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,358066,174096,CYC
1035,2018/03/26 23:00:00+00,1335,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,359178,172793,CARS
1036,2018/03/26 23:00:00+00,0805,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359375,172810,CYC
1037,2018/04/17 23:00:00+00,1622,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359439,172371,A
1038,2018/04/18 23:00:00+00,0950,3,Slight,J2,Turning Movement from minor road,2,3,0,0,0,0,2,356701,170279,CARS
1039,2018/03/28 23:00:00+00,2256,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,1,0,358149,176008,CYC
1040,2018/03/29 23:00:00+00,2045,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,361326,173797,CYC
1041,2018/03/29 23:00:00+00,1500,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358627,172890,A
1042,2018/03/29 23:00:00+00,1346,3,Slight,NT,Nose to Tail,2,2,0,0,0,1,1,361650,172669,CARS
1043,2018/04/13 23:00:00+00,2020,3,Slight,NT,Nose to Tail,2,3,0,0,0,0,0,360124,169565,CARS
1044,2018/04/15 23:00:00+00,1200,3,Slight,O,Overtaking,2,1,0,0,1,0,0,361704,173662,MCYC
1045,2018/04/16 23:00:00+00,1855,3,Slight,NK,NOT KNOWN,2,1,0,1,0,0,0,357830,174091,CYC
1046,2018/05/28 23:00:00+00,1450,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,361953,175095,CYC
1047,2018/04/16 23:00:00+00,1200,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,363676,174805,MCYC
1048,2018/04/17 23:00:00+00,0733,2,Serious,J2,Turning Movement from minor road,2,2,0,0,1,0,0,360553,174368,MCYC
1049,2017/11/26 00:00:00+00,1815,3,Slight,NONE,Other,2,1,0,0,0,0,0,361571,168858,CARS
1050,2017/12/05 00:00:00+00,1945,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,357746,171203,MCYC
1051,2018/04/18 23:00:00+00,0840,3,Slight,NONE,Other,2,1,0,1,0,0,0,359041,174378,CYC
1052,2018/05/17 23:00:00+00,1745,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359734,177603,CYC
1053,2018/05/15 23:00:00+00,0920,3,Slight,NONE,Other,2,1,0,0,0,0,0,361852,176737,CARS
1054,2018/05/18 23:00:00+00,0200,3,Slight,NONE,Other,2,1,0,0,0,0,0,360226,177469,CARS
1055,2018/05/15 23:00:00+00,0655,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,357972,174227,CYC
1056,2018/04/18 23:00:00+00,1715,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360523,174173,A
1057,2018/04/19 23:00:00+00,1751,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359369,172811,CYC
1058,2018/04/19 23:00:00+00,1640,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360582,173005,CYC
1059,2018/04/19 23:00:00+00,1842,3,Slight,HO,Head On,2,1,0,0,0,0,0,362279,173158,CARS
1060,2018/04/19 23:00:00+00,0830,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359091,172414,CYC
1061,2018/04/20 23:00:00+00,1208,3,Slight,NONE,Other,2,1,0,0,0,0,0,354399,178435,CARS
1062,2018/01/18 00:00:00+00,1450,2,Serious,E,Elderly pedestrian,1,1,1,0,0,0,1,357956,170953,E
1063,2018/04/30 23:00:00+00,1755,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,362816,175485,CYC
1064,2018/04/22 23:00:00+00,1515,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,1,355872,176419,CARS
1065,2018/04/23 23:00:00+00,0910,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359591,173639,CYC
1066,2018/04/27 23:00:00+00,1312,3,Slight,J1,Turning Movement from major road,2,2,0,0,0,0,0,356570,171531,CARS
1067,2018/06/04 23:00:00+00,1315,1,Fatal,J1,Turning Movement from major road,2,1,0,0,0,0,1,363117,175535,CARS
1068,2018/04/30 23:00:00+00,2005,3,Slight,J1,Turning Movement from major road,2,3,0,0,0,1,0,362416,174233,CARS
1069,2018/05/04 23:00:00+00,2350,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358672,172876,A
1070,2018/05/24 23:00:00+00,0825,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,359861,177067,C
1071,2018/05/25 23:00:00+00,1725,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358454,172858,A
1072,2018/05/23 23:00:00+00,1640,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358153,172563,CYC
1073,2018/05/29 23:00:00+00,0845,3,Slight,NONE,Other,2,1,0,1,0,0,0,359875,172748,CYC
1074,2018/05/24 23:00:00+00,1230,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,0,0,0,358926,172010,CARS
1075,2018/01/24 00:00:00+00,1902,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359563,172082,A
1076,2018/05/02 23:00:00+00,0840,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,0,1,0,0,358351,173564,MCYC
1077,2018/05/03 23:00:00+00,1445,3,Slight,NONE,Other,2,1,0,0,0,0,1,360892,175204,CARS
1078,2018/05/20 23:00:00+00,1330,3,Slight,NONE,Other,2,1,0,1,0,0,0,359592,172226,CYC
1079,2018/05/04 23:00:00+00,0719,2,Serious,LC,Loss of Control,3,1,0,0,0,0,0,361354,174144,CARS
1080,2018/05/03 23:00:00+00,1246,3,Slight,A,Adult pedestrian,1,1,1,0,1,0,0,359050,172875,A
1081,2018/04/03 23:00:00+00,0956,3,Slight,NONE,Other,2,1,0,1,0,0,0,357861,173306,CYC
1082,2018/05/06 23:00:00+00,0810,2,Serious,J1,Turning Movement from major road,2,2,0,0,0,0,0,357152,175794,CARS
1083,2018/05/13 23:00:00+00,0150,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,360315,177667,CARS
1084,2018/05/10 23:00:00+00,1834,2,Serious,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,359235,173206,CYC
1085,2018/05/17 23:00:00+00,1518,3,Slight,NT,Nose to Tail,2,3,0,0,1,0,0,362846,174437,MCYC
1086,2018/05/07 23:00:00+00,1850,2,Serious,J1,Turning Movement from major road,2,1,0,1,0,0,0,359887,171817,CYC
1087,2017/03/25 00:00:00+00,1342,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,358037,171035,CARS
1088,2018/05/25 23:00:00+00,1441,3,Slight,J,Turning movement ¿ unidentified priority,2,1,0,1,0,0,0,361725,176223,CYC
1089,2018/04/09 23:00:00+00,1226,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359980,171557,CARS
1090,2018/05/09 23:00:00+00,1920,3,Slight,J2,Turning Movement from minor road,2,1,0,1,1,0,0,359559,171110,CYC
1091,2018/05/21 23:00:00+00,2155,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360924,174172,CYC
1092,2018/03/30 23:00:00+00,1300,3,Slight,LC,Loss of Control,1,1,0,0,0,0,1,362007,167916,CARS
1093,2018/03/30 23:00:00+00,2128,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,353085,176955,A
1094,2018/03/31 23:00:00+00,2043,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,361053,172634,CARS
1095,2018/04/02 23:00:00+00,1125,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,1,361537,170936,CARS
1096,2018/04/06 23:00:00+00,2330,3,Slight,NT,Nose to Tail,2,3,0,0,0,0,0,360683,174631,CARS
1097,2018/04/06 23:00:00+00,1700,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357967,177225,CYC
1098,2018/04/06 23:00:00+00,1448,3,Slight,NT,Nose to Tail,2,2,0,0,0,1,0,355819,177317,CARS
1099,2018/04/08 23:00:00+00,1030,3,Slight,NONE,Other,3,1,0,0,0,0,1,360706,169283,CARS
1100,2018/04/27 23:00:00+00,0025,3,Slight,A,Adult pedestrian,2,1,1,0,0,0,0,357731,174156,A
1101,2018/04/28 23:00:00+00,0430,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,357449,172464,CARS
1102,2018/05/10 23:00:00+00,1852,3,Slight,HO,Head On,2,1,0,1,0,0,0,357170,169671,CYC
